Episode,Cumulative Reward,F1 Score,Blockchain Length,Throughput
1,3435.446857606796,0.42857142857142855,1,0
2,2672.2295607598126,0.6444444444444444,1,0
3,5261.434767463116,0.9227053140096618,1,0
4,5278.789668852848,0.9227053140096618,1,0
5,5692.8240516427195,0.9227053140096618,1,0
6,5199.423961083071,0.5607843137254902,1,0
7,5370.023988008927,0.9227053140096618,1,0
8,6015.528684606017,0.8545454545454545,1,0
9,5314.151495403101,0.7922077922077921,1,0
10,6023.597227788771,0.43529411764705883,1,0
11,5910.171722514012,0.5607843137254902,1,0
12,4765.210571246883,0.6761133603238867,1,0
13,6123.477171512051,0.9227053140096618,1,0
14,6201.483514919885,0.8545454545454545,1,0
15,6514.004546404175,1.0,1,0
16,6461.967447667542,0.9227053140096618,1,0
17,6098.395859862544,0.7922077922077921,1,0
18,6529.785639249994,0.8545454545454545,1,0
19,5696.702836766608,0.9227053140096618,1,0
20,6704.764822900191,0.6761133603238867,1,0
21,6529.3664190305135,1.0,1,0
22,6351.188353932975,1.0,1,0
23,6519.601337510208,0.9227053140096618,1,0
24,6696.260696844996,0.7922077922077921,1,0
25,5514.495324729892,0.7333333333333334,1,0
26,6277.374681630806,0.8545454545454545,1,0
27,6561.587391792529,1.0,1,0
28,6326.956984889335,0.7333333333333334,1,0
29,6098.372540461111,0.9227053140096618,1,0
30,6717.389154584227,0.8545454545454545,1,0
31,6186.314286324998,1.0,1,0
32,6046.489944817004,1.0,1,0
33,5971.164941271093,0.8545454545454545,1,0
34,6605.196091008415,0.7333333333333334,1,0
35,6607.05107345208,0.8545454545454545,1,0
36,6296.053471821155,1.0,1,0
37,5096.75025012966,0.6190476190476191,1,0
38,6350.746668694587,0.9227053140096618,1,0
39,6377.174735876178,0.7922077922077921,1,0
40,6145.0823913901695,0.7333333333333334,1,0
41,6100.951698383988,0.7922077922077921,1,0
42,6714.101108928447,0.9227053140096618,1,0
43,6359.621109573514,1.0,1,0
44,4051.544392536264,0.7922077922077921,1,0
45,6716.495587498062,1.0,1,0
46,6167.969907565802,0.7922077922077921,1,0
47,6429.320208074579,1.0,1,0
48,6511.74938269046,0.9227053140096618,1,0
49,6278.815035543284,0.9227053140096618,1,0
50,6175.571613204656,0.9227053140096618,1,0
