Episode,Cumulative Reward,F1 Score,Blockchain Length,Throughput
1,6660.0038706590585,0.8901098901098901,1,0
2,6496.88606064543,0.8901098901098901,1,0
3,6494.4226457451205,0.8901098901098901,1,0
4,6490.730547095376,0.8901098901098901,1,0
5,6487.110501555902,0.8901098901098901,1,0
6,6478.861324444169,0.8901098901098901,1,0
7,6474.926872287695,0.8901098901098901,1,0
8,6474.1975372141305,0.8901098901098901,1,0
9,6301.678048673229,0.7916666666666667,1,0
10,4705.982680198683,0.7916666666666667,1,0
11,5581.106225029968,0.8901098901098901,1,0
12,5698.873419202215,0.8901098901098901,1,0
13,5216.420371869138,0.696969696969697,1,0
14,5173.618259141647,0.8901098901098901,1,0
15,4998.136745476625,0.7916666666666667,1,0
16,4870.811427099337,0.7916666666666667,1,0
17,4915.805162933343,0.8901098901098901,1,0
18,5672.746166068386,0.696969696969697,1,0
19,5304.354043266557,0.6,1,0
20,4958.967218625888,0.7916666666666667,1,0
21,5498.216801658109,0.8901098901098901,1,0
22,4718.442428942988,0.696969696969697,1,0
23,4392.472735475188,0.7916666666666667,1,0
24,5384.197463795942,0.8901098901098901,1,0
25,5769.685514743257,0.8901098901098901,1,0
26,5476.694747989333,0.8901098901098901,1,0
27,5011.278379270986,0.696969696969697,1,0
28,4447.7559285774905,0.7916666666666667,1,0
29,5066.849934880824,0.8901098901098901,1,0
30,5640.072521541292,0.7916666666666667,1,0
31,5391.986424533793,0.8901098901098901,1,0
32,5190.363848317591,0.7916666666666667,1,0
33,5025.37655978854,0.7916666666666667,1,0
34,5016.885336366384,0.8901098901098901,1,0
35,5593.38002194104,0.7916666666666667,1,0
36,5565.421745279417,0.7916666666666667,1,0
37,5306.536293510076,0.8901098901098901,1,0
38,5767.89924475536,0.8901098901098901,1,0
39,5730.027447939836,0.8901098901098901,1,0
40,5844.120256288794,0.8901098901098901,1,0
41,4853.789060544248,0.7916666666666667,1,0
42,5620.8192496494175,0.8901098901098901,1,0
43,5479.70356120704,0.8901098901098901,1,0
44,5624.505258966039,0.7916666666666667,1,0
45,5251.348433994335,0.6,1,0
46,5518.048238365607,0.8901098901098901,1,0
47,5264.180931615627,0.8901098901098901,1,0
48,5501.2002473754565,0.696969696969697,1,0
49,4311.077659008676,0.8901098901098901,1,0
50,5729.140746355191,0.8901098901098901,1,0
