Episode,Cumulative Reward,F1 Score,Blockchain Length,Throughput
1,4611.585688045654,0.8333333333333333,1,0
2,6473.163315427974,1.0,1,0
3,7174.001777589983,1.0,1,0
4,7161.69862176547,1.0,1,0
5,6268.876523579911,0.7333333333333334,1,0
6,6038.61728808773,0.8545454545454545,1,0
7,6699.820736972724,0.6761133603238867,1,0
8,5709.966393861479,0.8545454545454545,1,0
9,5756.633985316463,0.8545454545454545,1,0
10,6085.93467086965,0.9227053140096618,1,0
11,6844.733602602661,1.0,1,0
12,6837.151640570412,0.8545454545454545,1,0
13,6158.035708152836,0.8545454545454545,1,0
14,6138.783292338354,0.9227053140096618,1,0
15,5657.269372315205,0.7922077922077921,1,0
16,5208.237214819609,0.7922077922077921,1,0
17,5602.94403565464,0.6761133603238867,1,0
18,5453.686935267747,0.7333333333333334,1,0
19,5026.702897101004,0.8545454545454545,1,0
20,6510.131088360085,1.0,1,0
21,6601.205911890172,0.9227053140096618,1,0
22,6253.460770827901,0.7333333333333334,1,0
23,6499.345805257052,0.8545454545454545,1,0
24,6589.303388386429,0.7922077922077921,1,0
25,6147.585681689499,0.7922077922077921,1,0
26,6369.609626027152,0.7333333333333334,1,0
27,6299.356480605092,0.7922077922077921,1,0
28,5130.515923896044,0.9227053140096618,1,0
29,5990.216019201257,0.9227053140096618,1,0
30,5900.894233663653,0.8545454545454545,1,0
31,5323.35472424769,0.7333333333333334,1,0
32,5446.925787387124,0.7922077922077921,1,0
33,5684.897843646704,0.7333333333333334,1,0
34,6024.700701766539,0.7922077922077921,1,0
35,5681.681310431295,0.6761133603238867,1,0
36,5829.398216916777,0.9227053140096618,1,0
37,6183.097128678715,0.9227053140096618,1,0
38,5718.250953730218,0.7922077922077921,1,0
39,6211.41147823274,0.6761133603238867,1,0
40,6219.242690997797,0.7333333333333334,1,0
41,6192.508226519906,0.9227053140096618,1,0
42,6074.611488947529,0.9227053140096618,1,0
43,6057.0493632796115,0.8545454545454545,1,0
44,5540.625609920102,0.8545454545454545,1,0
45,6136.656855707086,1.0,1,0
46,6091.366050996396,0.7922077922077921,1,0
47,5694.3557850314355,0.7922077922077921,1,0
48,6196.78835740354,0.9227053140096618,1,0
49,6537.024415503251,0.9227053140096618,1,0
50,6695.530530700473,1.0,1,0
