Episode,Cumulative Reward,F1 Score,Blockchain Length,Throughput
1,3498.321548268979,0.5636363636363637,1,0
2,3980.1089403811775,0.6,1,0
3,3516.971829359936,0.5,1,0
4,3198.4702020714376,0.2874493927125506,1,0
5,3336.270754925604,0.43529411764705883,1,0
6,3058.692129323042,0.36507936507936506,1,0
7,2814.7117233133877,0.5,1,0
8,3684.2515113037434,0.43529411764705883,1,0
9,2883.175914627834,0.43529411764705883,1,0
10,2808.3448272675746,0.2874493927125506,1,0
11,2172.516059296544,0.2874493927125506,1,0
12,3595.935113357016,0.36507936507936506,1,0
13,3930.8937558138705,0.6761133603238867,1,0
14,5245.933826108329,0.7922077922077921,1,0
15,5726.338721149514,0.8545454545454545,1,0
16,5882.230493921171,0.6761133603238867,1,0
17,4777.704730233941,0.5607843137254902,1,0
18,3816.0885146120004,0.6190476190476191,1,0
19,3689.8656504528744,0.2874493927125506,1,0
20,2769.3154512011656,0.43529411764705883,1,0
21,3268.8020661184487,0.36507936507936506,1,0
22,2955.727091413251,0.2874493927125506,1,0
23,2569.608341110942,0.43529411764705883,1,0
24,3168.806132214749,0.43529411764705883,1,0
25,3175.9393739653033,0.43529411764705883,1,0
26,2143.2890287781743,0.2,1,0
27,1486.760151729822,0.2,1,0
28,1474.8529857354818,0.2,1,0
29,1461.0629002052876,0.2,1,0
30,1454.753165622052,0.2,1,0
31,1041.1572024547772,0.15789473684210525,1,0
32,298.69891484531297,0.058823529411764705,1,0
33,353.5037045099857,0.058823529411764705,1,0
34,249.82741332206828,0.1111111111111111,1,0
35,343.5725408685197,0.15789473684210525,1,0
36,836.8967159027987,0.15789473684210525,1,0
37,828.2650478259778,0.15789473684210525,1,0
38,823.8088376486378,0.15789473684210525,1,0
39,717.1997945034205,0.15789473684210525,1,0
40,561.800953282696,0.1111111111111111,1,0
41,71.70155640987458,0.15789473684210525,1,0
42,813.7832820583945,0.15789473684210525,1,0
43,815.8213868970934,0.15789473684210525,1,0
44,815.4584618439119,0.15789473684210525,1,0
45,462.6496779460984,0.15789473684210525,1,0
46,274.9308124429443,0.058823529411764705,1,0
47,247.45719914827527,0.1111111111111111,1,0
48,815.8198323762745,0.15789473684210525,1,0
49,490.9984960534609,0.1111111111111111,1,0
50,647.1981109789132,0.15789473684210525,1,0
51,587.8757429276143,0.1111111111111111,1,0
52,633.4499204022819,0.15789473684210525,1,0
53,819.9466165622292,0.15789473684210525,1,0
54,573.4960141350604,0.1111111111111111,1,0
55,-378.8523198256358,0.058823529411764705,1,0
56,-136.01759837434298,0.1111111111111111,1,0
57,380.88513843705834,0.1111111111111111,1,0
58,85.65482910053076,0.1111111111111111,1,0
59,65.17663884404294,0.058823529411764705,1,0
60,227.14783708535597,0.15789473684210525,1,0
61,431.6595886681258,0.1111111111111111,1,0
62,-154.2544908624737,0.15789473684210525,1,0
63,136.88971196195774,0.15789473684210525,1,0
64,902.3512880559622,0.15789473684210525,1,0
65,-109.62180960047316,0.0,1,0
66,-215.51667804312802,0.1111111111111111,1,0
67,116.58035386046896,0.058823529411764705,1,0
68,225.1563980599305,0.1111111111111111,1,0
69,459.5211970833302,0.15789473684210525,1,0
70,180.1603437490789,0.15789473684210525,1,0
71,559.4598697886404,0.1111111111111111,1,0
72,873.6369511549424,0.15789473684210525,1,0
73,89.62848713998208,0.0,1,0
74,-766.9640729078931,0.1111111111111111,1,0
75,-369.2835301320489,0.058823529411764705,1,0
76,-218.2699053086515,0.058823529411764705,1,0
77,-591.3815573692617,0.1111111111111111,1,0
78,207.10999373116354,0.1111111111111111,1,0
79,108.4634938164172,0.058823529411764705,1,0
80,-635.7912488742015,0.058823529411764705,1,0
81,-379.929709768154,0.15789473684210525,1,0
82,606.8511647002854,0.15789473684210525,1,0
83,-18.77497908576897,0.1111111111111111,1,0
84,102.85484140240717,0.0,1,0
85,64.29918577596078,0.058823529411764705,1,0
86,-665.3541383648301,0.058823529411764705,1,0
87,275.99826374462333,0.1111111111111111,1,0
88,197.66351700431414,0.1111111111111111,1,0
89,412.51587097995633,0.1111111111111111,1,0
90,-428.99117074296703,0.1111111111111111,1,0
91,626.0649120115617,0.1111111111111111,1,0
92,142.66348315911947,0.1111111111111111,1,0
93,143.40703048533004,0.058823529411764705,1,0
94,468.9861681270609,0.1111111111111111,1,0
95,79.67921326058338,0.1111111111111111,1,0
96,271.6435454679336,0.058823529411764705,1,0
97,-292.0524888709683,0.058823529411764705,1,0
98,39.93662612774558,0.1111111111111111,1,0
99,425.14237375830317,0.15789473684210525,1,0
100,287.23299406665427,0.1111111111111111,1,0
