Episode,Cumulative Reward,F1 Score,Blockchain Length,Throughput
1,6471.5426480557835,0.8901098901098901,1,0
2,6500.703429719535,0.8901098901098901,1,0
3,6494.166086058324,0.8901098901098901,1,0
4,6488.531826581154,0.8901098901098901,1,0
5,6484.690119036859,0.8901098901098901,1,0
6,6477.7761291806855,0.8901098901098901,1,0
7,6470.516551124013,0.8901098901098901,1,0
8,5459.532446419749,0.8901098901098901,1,0
9,5103.762972904397,0.696969696969697,1,0
10,5031.4880353411145,0.6,1,0
11,5302.204565840029,0.4949494949494949,1,0
12,4515.522351097159,0.696969696969697,1,0
13,5140.642436840965,0.696969696969697,1,0
14,5114.209699341902,0.8901098901098901,1,0
15,5729.891077842483,0.8901098901098901,1,0
16,5572.134628159275,0.6,1,0
17,5122.665066894547,0.8901098901098901,1,0
18,5212.731637962609,0.8901098901098901,1,0
19,4820.351837720848,0.8901098901098901,1,0
20,5482.522858580903,0.8901098901098901,1,0
21,5307.427072519761,0.8901098901098901,1,0
22,5381.166094992262,0.8901098901098901,1,0
23,5205.025383054852,0.8901098901098901,1,0
24,5437.239376426543,0.6,1,0
25,5560.242310138933,0.8901098901098901,1,0
26,5274.312231411165,0.6,1,0
27,4528.630660602401,0.696969696969697,1,0
28,5589.550959372728,0.8901098901098901,1,0
29,5561.610971643873,0.8901098901098901,1,0
30,5694.870943740635,0.8901098901098901,1,0
31,5587.993111128069,0.8901098901098901,1,0
32,5663.891493044067,0.8901098901098901,1,0
33,4984.852590839659,0.8901098901098901,1,0
34,5874.54301705881,1.0,1,0
35,5300.93295400075,0.6,1,0
36,5270.873107145889,0.8901098901098901,1,0
37,5450.688005111661,0.8901098901098901,1,0
38,5446.423247412479,0.8901098901098901,1,0
39,5512.33902217288,0.7916666666666667,1,0
40,5336.950211177309,0.8901098901098901,1,0
41,5579.571063391738,0.8901098901098901,1,0
42,5538.342406866947,0.8901098901098901,1,0
43,5006.520350458517,0.8901098901098901,1,0
44,5668.365130826488,0.8901098901098901,1,0
45,5247.775788770703,0.8901098901098901,1,0
46,5859.353859481259,0.8901098901098901,1,0
47,5465.489722091194,0.8901098901098901,1,0
48,5242.614420996651,0.8901098901098901,1,0
49,5654.977233722206,0.8901098901098901,1,0
50,5812.060678614539,0.8901098901098901,1,0
